12,9,173
98,151,51
188,84,10
247,223,33
164,66,241
224,114,190
215,89,79
53,4,154
2,213,2
10,17,103
135,233,11
5,253,57
1,37,186
1,52,59
80,71,180
150,207,25
65,24,79
33,67,26
115,253,244
95,119,90
30,246,186
186,253,80
248,47,40
158,88,124
9,113,21
47,109,215
33,220,201
108,8,162
2,63,214
150,85,168
127,46,104
245,31,166
242,10,115
47,216,173
85,86,90
180,226,72
157,108,17
91,235,213
134,199,192
21,245,221
211,134,79
103,64,196
100,66,192
10,149,236
110,49,126
216,218,1
147,58,153
86,179,90
216,116,157
52,195,176
66,62,203
193,20,229
226,111,162
117,43,17
18,227,110
93,52,194
145,2,205
213,145,47
103,151,97
98,137,80
42,225,92
64,249,220
180,202,18
99,255,215
210,163,79
0,209,15
213,211,119
131,115,253
195,145,86
111,92,41
52,254,150
241,137,141
98,100,190
31,178,55
226,248,189
222,234,52
182,20,91
119,113,76
6,90,135
161,90,1
187,69,10
164,14,146
198,147,65
221,86,236
23,37,206
215,11,246
105,10,166
24,67,22
26,208,175
73,199,254
227,183,9
238,227,227
146,147,233
243,93,5
215,170,192
11,236,142
6,159,197
212,149,245
9,188,121
56,84,67
235,169,1
57,84,98
13,230,121
30,185,226
197,255,175
244,250,129
139,2,119
128,226,129
74,42,73
49,243,193
220,206,109
44,110,31
238,127,225
6,226,99
85,153,30
254,201,160
115,7,70
38,37,193
251,18,202
2,66,16
96,57,34
252,105,161
248,80,205
100,152,219
64,190,173
31,111,77
87,14,82
134,203,194
9,123,9
143,214,95
187,24,5
149,138,154
207,14,243
68,197,37
176,6,191
0,159,80
149,225,237
134,211,37
225,254,128
99,23,204
226,14,27
246,86,184
148,58,32
37,242,12
20,90,89
64,84,104
182,220,158
59,2,159
57,64,239
138,20,18
18,63,14
255,211,137
196,206,153
147,240,95
215,200,213
195,207,155
89,82,62
59,17,8
19,119,64
236,64,137
60,131,95
235,237,4
190,11,215
223,221,94
103,117,175
157,10,95
239,201,107
146,202,200
123,113,221
149,87,242
119,171,13
242,71,125
163,232,45
234,140,3
120,11,65
249,82,118
50,45,114
66,209,64
38,191,58
227,214,205
170,124,117
236,31,236
33,65,26
188,96,235
189,24,151
26,243,54
129,27,205
164,127,84
145,245,46
18,255,49
176,132,64
151,68,64
162,65,188
134,25,151
33,45,189
147,52,222
143,15,138
237,106,226
114,11,73
32,179,109
226,76,31
167,25,23
193,174,49
231,209,104
106,137,48
34,51,229
170,64,36
82,95,144
179,184,147
2,154,197
1,166,201
117,2,17
200,59,109
241,188,80
232,218,112
183,141,38
168,92,206
126,10,121
83,88,176
47,105,134
236,139,240
56,84,69
108,122,109
135,49,77
137,7,83
43,9,156
250,24,179
83,11,134
161,106,200
159,46,253
176,13,128
133,124,51
8,224,227
195,50,201
62,87,157
98,151,0
188,9,153
203,207,62
30,117,195
78,58,211
123,184,8
187,185,78
23,122,215
234,6,94
33,121,103
163,233,242
110,51,207
156,77,40
36,10,62
70,40,52
98,73,102
184,223,55
45,154,5
8,196,167
45,203,216
219,253,225
14,92,16
163,115,232
38,91,45
223,5,138
28,114,164
0,199,88
70,170,165
87,145,7
5,129,8
45,116,76
144,144,97
147,45,107
154,222,28
187,187,151
