227,96,22
72,121,136
2,186,64
64,38,44
158,53,2
5,72,94
22,225,32
103,28,80
0,131,240
126,75,205
113,157,153
251,181,228
170,33,217
222,185,98
28,27,28
61,99,152
173,114,10
63,235,189
17,230,116
42,22,66
4,121,0
235,246,20
85,22,80
250,48,193
114,26,56
232,120,7
6,2,177
97,240,40
230,83,145
34,218,41
151,133,110
137,116,73
51,204,137
172,162,85
21,75,36
53,92,17
69,234,228
234,43,201
212,145,130
107,81,195
101,54,199
194,222,1
96,1,81
74,26,11
190,98,86
217,201,50
31,65,182
122,2,164
100,177,181
154,37,107
111,213,135
23,239,9
211,37,29
113,65,204
192,179,71
67,196,152
229,32,134
108,29,50
146,7,33
29,182,79
229,37,110
178,81,101
7,198,40
89,199,57
254,3,61
242,52,207
111,133,239
192,44,18
14,106,146
43,212,139
182,238,183
140,122,40
181,28,51
44,255,114
31,226,174
41,81,3
6,103,186
191,63,118
63,220,245
189,180,130
27,193,183
187,214,156
116,132,17
38,139,225
236,36,250
119,177,87
48,148,248
58,18,17
217,152,80
38,205,252
235,188,197
49,247,84
159,15,253
28,252,250
14,61,65
63,11,49
16,172,254
79,182,124
164,12,151
130,245,218
216,29,27
215,121,196
42,41,213
139,91,236
164,1,73
145,70,154
37,18,100
142,217,243
226,39,80
113,183,212
142,172,105
246,152,72
139,166,123
57,73,36
103,137,43
179,122,74
194,87,14
144,68,18
106,12,116
137,193,100
188,133,219
216,83,193
69,165,12
25,61,80
68,170,115
7,40,86
75,127,22
169,172,110
180,103,110
231,252,219
180,34,160
110,35,144
52,68,52
216,229,66
201,114,248
18,2,182
151,131,60
193,173,170
74,74,211
237,37,138
82,237,70
104,159,122
219,132,177
108,112,44
247,197,18
162,83,84
224,128,72
90,27,126
130,241,135
193,16,179
33,194,245
148,146,144
251,201,217
139,73,235
136,38,163
132,176,189
173,53,244
156,229,179
39,45,57
144,68,197
116,35,190
226,224,105
41,198,152
151,72,189
41,36,42
218,219,77
251,107,62
51,206,17
18,133,109
122,56,233
69,123,159
180,39,110
17,125,56
253,124,14
40,197,110
57,17,67
162,20,171
2,4,152
169,50,12
22,227,132
180,75,142
96,185,69
103,219,253
155,185,161
153,129,16
100,61,227
155,102,64
64,199,101
158,161,95
226,138,73
125,31,24
26,1,207
83,8,129
184,40,216
51,85,182
227,234,242
212,228,132
218,186,219
24,94,240
23,52,171
91,52,255
192,78,169
203,232,134
43,163,94
132,118,218
9,131,122
250,156,57
6,244,44
153,128,32
130,169,187
160,0,204
52,166,172
58,240,86
170,162,174
245,155,176
142,171,204
54,212,9
173,23,122
69,58,135
188,197,145
10,21,9
165,73,212
200,213,76
183,105,14
233,5,160
32,32,104
169,17,123
178,219,213
160,88,92
127,180,146
187,53,94
3,197,90
248,124,91
232,37,141
63,88,180
122,189,19
90,124,64
242,22,166
235,45,102
255,91,14
235,28,10
127,244,231
151,207,68
110,190,96
252,113,61
242,78,105
124,117,8
214,3,71
115,130,106
202,164,66
0,150,109
247,178,199
228,56,222
4,117,42
56,176,66
35,111,139
40,191,213
168,98,129
93,40,240
90,166,196
42,62,54
247,133,73
54,71,120
125,188,230
150,138,142
80,113,103
42,210,253
161,228,37
36,221,205
157,35,88
200,16,151
146,15,232
131,235,51
14,80,70
5,209,91
85,37,174
25,187,203
159,1,158
147,27,20
94,224,150
68,29,255
99,105,150
121,186,107
214,70,88
216,77,27
3,147,186
139,121,11
225,172,106
17,125,253
26,229,134
188,250,32
239,128,116
158,254,206
241,48,78
70,53,29
29,82,92
158,105,155
56,254,189
168,10,214
176,173,115
127,82,29
53,229,240
55,202,122
54,193,231
172,98,209
179,192,244
199,167,228
89,113,131
47,44,208
183,176,2
12,192,54
175,27,184
209,109,119
99,106,179
155,42,111
65,13,3
245,222,148
219,27,113
18,49,109
99,153,153
186,138,119
131,133,169
8,81,29
174,192,199
73,121,122
115,91,176
169,101,76
164,121,87
132,60,159
153,67,2
104,138,24
207,81,45
120,85,78
238,221,164
9,30,103
245,148,166
236,217,72
3,194,13
186,138,7
53,225,240
126,211,234
65,39,138
1,25,200
82,252,55
101,234,53
125,244,33
234,139,83
160,194,51
177,179,158
236,145,98
98,179,55
114,44,174
89,44,244
132,147,215
186,153,113
46,172,187
110,186,232
125,94,252
219,124,138
204,232,216
7,47,54
169,198,142
93,223,130
205,217,232
19,30,127
52,90,172
212,43,174
63,90,106
18,85,18
239,145,202
58,190,216
232,216,153
157,79,116
